Invoice_Number,Amount,Posting_Date,Vendor_Name,GL_Account,Created_By,Approved_By,Entry_Type,Description
INV-10193,4534.07,2026-03-25,OfficeDepot Co,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10193
INV-10194,1285.47,2026-03-22,Delta Freight,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10194
INV-10195,2140.52,2026-03-12,CloudScale Networks,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10195
INV-10196,4353.37,2026-03-24,Metro Facilities,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10196
INV-10197,614.27,2026-03-15,Metro Facilities,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10197
INV-10198,2044.16,2026-03-05,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10198
INV-10199,3170.09,2026-03-14,TechSupplies Inc,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10199
INV-10200,2514.99,2026-03-14,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10200
INV-10201,3447.2,2026-03-08,Metro Facilities,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10201
INV-10202,3226.96,2026-03-25,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10202
INV-10203,1351.47,2026-03-24,OfficeDepot Co,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10203
INV-10204,908.11,2026-03-13,Metro Facilities,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10204
INV-10205,1111.55,2026-03-19,TechSupplies Inc,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10205
INV-10206,2280.46,2026-03-01,Delta Freight,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10206
INV-10207,2391.93,2026-03-14,Metro Facilities,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10207
INV-10208,2061.6,2026-03-28,Metro Facilities,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10208
INV-10209,1871.33,2026-03-21,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10209
INV-10210,2609.14,2026-03-04,OfficeDepot Co,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10210
INV-10211,1065.64,2026-03-25,Metro Facilities,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10211
INV-10212,2770.05,2026-03-19,Metro Facilities,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10212
INV-10213,5396.29,2026-03-03,OfficeDepot Co,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10213
INV-10214,3445.39,2026-03-17,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10214
INV-10215,2348.78,2026-03-03,TechSupplies Inc,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10215
INV-10216,5352.68,2026-03-19,TechSupplies Inc,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10216
INV-10217,4324.84,2026-03-20,TechSupplies Inc,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10217
INV-10218,1053.3,2026-03-23,TechSupplies Inc,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10218
INV-10219,3273.82,2026-03-17,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10219
INV-10220,1135.01,2026-03-25,OfficeDepot Co,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10220
INV-10221,3179.32,2026-03-18,OfficeDepot Co,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10221
INV-10222,1938.37,2026-03-19,Metro Facilities,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10222
INV-10223,5074.84,2026-03-23,OfficeDepot Co,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10223
INV-10224,2806.11,2026-03-23,Delta Freight,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10224
INV-10225,4491.12,2026-03-12,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10225
INV-10226,1559.52,2026-03-08,CloudScale Networks,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10226
INV-10227,5581.83,2026-03-11,OfficeDepot Co,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10227
INV-10228,4034.77,2026-03-06,Metro Facilities,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10228
INV-10229,4658.73,2026-03-12,CloudScale Networks,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10229
INV-10230,1702.94,2026-03-26,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10230
INV-10231,2942.87,2026-03-22,OfficeDepot Co,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10231
INV-10232,6245.32,2026-03-17,Delta Freight,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10232
INV-10233,1062.76,2026-03-02,CloudScale Networks,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10233
INV-10234,4833.06,2026-03-03,Metro Facilities,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10234
INV-10235,2019.31,2026-03-08,Metro Facilities,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10235
INV-10236,5187.79,2026-03-17,TechSupplies Inc,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10236
INV-10237,2147.72,2026-03-11,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10237
INV-10238,5399.5,2026-03-10,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10238
INV-10239,3489.71,2026-03-01,CloudScale Networks,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10239
INV-10240,1168.15,2026-03-25,CloudScale Networks,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10240
INV-10241,1665.66,2026-03-26,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10241
INV-10242,762.16,2026-03-17,Delta Freight,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10242
INV-10243,3980.64,2026-03-12,OfficeDepot Co,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10243
INV-10244,2212.5,2026-03-17,TechSupplies Inc,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10244
INV-10245,4287.65,2026-03-28,Metro Facilities,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10245
INV-10246,3467.81,2026-03-26,OfficeDepot Co,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10246
INV-10247,1244.7,2026-03-02,TechSupplies Inc,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10247
INV-10248,1894.8,2026-03-06,CloudScale Networks,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10248
INV-10249,1075.76,2026-03-02,Delta Freight,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10249
INV-10250,5134.77,2026-03-16,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10250
INV-10251,3900.37,2026-03-28,CloudScale Networks,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10251
INV-10252,1853.2,2026-03-15,OfficeDepot Co,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10252
INV-10253,2952.01,2026-03-26,CloudScale Networks,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10253
INV-10254,4337.34,2026-03-27,Delta Freight,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10254
INV-10255,1565.45,2026-03-10,TechSupplies Inc,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10255
INV-10256,3181.78,2026-03-15,Delta Freight,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10256
INV-10257,4370.96,2026-03-21,OfficeDepot Co,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10257
INV-10258,6501.07,2026-03-26,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10258
INV-10259,1431.98,2026-03-05,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10259
INV-10260,3926.11,2026-03-02,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10260
INV-10261,3816.62,2026-03-19,OfficeDepot Co,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10261
INV-10262,1907.75,2026-03-01,OfficeDepot Co,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10262
INV-10263,3098.99,2026-03-25,Delta Freight,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10263
INV-10264,2372.58,2026-03-04,Metro Facilities,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10264
INV-10265,445.16,2026-03-28,CloudScale Networks,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10265
INV-10266,5282.3,2026-03-28,TechSupplies Inc,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10266
INV-10267,3627.85,2026-03-07,CloudScale Networks,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10267
INV-10268,1898.05,2026-03-19,Delta Freight,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10268
INV-10269,4227.41,2026-03-10,Metro Facilities,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10269
INV-10270,3815.99,2026-03-27,Delta Freight,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10270
INV-10271,1020.33,2026-03-22,OfficeDepot Co,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10271
INV-10272,978.21,2026-03-14,Metro Facilities,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10272
INV-10273,4656.88,2026-03-06,TechSupplies Inc,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10273
INV-10274,4753.86,2026-03-09,CloudScale Networks,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10274
INV-10275,4880.53,2026-03-18,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10275
INV-10276,3252.67,2026-03-22,Metro Facilities,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10276
INV-10277,4951.73,2026-03-03,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10277
INV-10278,3231.79,2026-03-14,Metro Facilities,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10278
INV-10279,594.3,2026-03-08,Metro Facilities,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10279
INV-10280,4163.03,2026-03-02,OfficeDepot Co,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10280
INV-10281,2161.38,2026-03-05,Delta Freight,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10281
INV-10282,3763.3,2026-03-17,OfficeDepot Co,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10282
INV-10283,1973.52,2026-03-08,Delta Freight,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10283
INV-10284,330.85,2026-03-28,Delta Freight,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10284
INV-10285,5115.94,2026-03-16,Metro Facilities,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10285
INV-10286,4820.64,2026-03-13,OfficeDepot Co,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10286
INV-10287,5150.61,2026-03-02,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10287
INV-10288,3140.29,2026-03-14,Delta Freight,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10288
INV-10289,1394.43,2026-03-13,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10289
INV-10290,2837.1,2026-03-13,OfficeDepot Co,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10290
INV-10291,4140.14,2026-03-04,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10291
INV-10292,4201.86,2026-03-07,OfficeDepot Co,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10292
INV-10293,2428.03,2026-03-23,TechSupplies Inc,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10293
INV-10294,2556.25,2026-03-20,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10294
INV-10295,2143.42,2026-03-27,Metro Facilities,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10295
INV-10296,2775.08,2026-03-12,Metro Facilities,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10296
INV-10297,737.98,2026-03-28,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10297
INV-10298,667.17,2026-03-02,Delta Freight,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10298
INV-10299,1255.02,2026-03-08,Metro Facilities,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10299
INV-10300,4755.98,2026-03-11,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10300
INV-10301,2314.85,2026-03-24,CloudScale Networks,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10301
INV-10302,727.97,2026-03-16,CloudScale Networks,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10302
INV-10303,1911.08,2026-03-12,CloudScale Networks,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10303
INV-10304,4846.57,2026-03-08,OfficeDepot Co,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10304
INV-10305,1646.72,2026-03-23,OfficeDepot Co,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10305
INV-10306,2706.35,2026-03-19,Metro Facilities,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10306
INV-10307,2412.69,2026-03-02,Delta Freight,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10307
INV-10308,3726.19,2026-03-16,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10308
INV-10309,4249.83,2026-03-04,OfficeDepot Co,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10309
INV-10310,3368.61,2026-03-08,CloudScale Networks,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10310
INV-10311,2096.64,2026-03-18,Delta Freight,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10311
INV-10312,2513.82,2026-03-11,Delta Freight,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10312
INV-10313,456.45,2026-03-24,TechSupplies Inc,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10313
INV-10314,5261.85,2026-03-27,CloudScale Networks,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10314
INV-10315,2709.59,2026-03-19,OfficeDepot Co,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10315
INV-10316,5058.46,2026-03-18,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10316
INV-10317,4781.76,2026-03-07,CloudScale Networks,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10317
INV-10318,2404.64,2026-03-24,Delta Freight,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10318
